B_COUNTRY,Q4,Q200,Q199,Q240,Q217,Q238,Q289,Q290,Q252
356,2,2,2,9,3,1,6,356024,9
356,3,3,3,10,2,4,6,356024,1
356,2,3,3,2,-1,2,5,356024,6
356,1,3,1,5,1,1,6,356018,8
356,4,3,4,-1,3,1,5,356019,5
356,4,3,4,5,3,1,6,356017,6
356,4,2,2,5,3,2,5,356019,3
356,2,2,2,5,-1,1,6,356017,1
356,1,1,1,5,1,1,6,356024,5
356,4,2,2,6,2,4,6,356019,4
356,4,3,3,1,3,2,6,356018,1
356,4,2,3,-1,-1,1,6,356019,1
356,3,1,2,10,2,3,6,356019,8
356,4,2,2,5,2,2,9,356024,6
356,1,1,1,7,2,2,9,356024,10
356,1,3,2,6,-5,1,6,356019,10
356,1,2,2,6,3,1,6,356019,4
356,3,1,2,10,-1,2,6,356019,9
356,2,2,3,3,1,2,6,356018,3
356,2,3,3,5,3,1,6,356017,6
356,3,2,3,8,2,1,9,356024,1
356,2,2,2,10,3,1,6,356017,7
356,2,3,3,7,1,2,6,356024,5
356,3,3,3,5,-1,3,6,356017,7
356,4,3,4,-1,1,1,6,356024,8
356,1,1,2,-1,3,2,6,356024,5
356,1,1,1,-1,1,4,9,356019,10
356,2,2,4,-1,-1,1,6,356024,8
356,3,2,2,7,1,3,6,356024,6
356,4,3,3,-1,-1,-1,6,356019,-1
356,3,3,3,-1,-1,1,6,356019,5
356,2,2,1,-1,-1,-1,6,356017,-1
356,4,3,2,-1,3,2,5,356019,1
356,1,3,1,5,-1,1,5,356019,3
356,3,3,3,5,1,1,5,356019,5
356,1,1,1,7,-5,1,6,356024,8
356,3,3,3,4,3,1,6,356017,7
356,3,3,3,-1,3,2,6,356024,3
356,2,3,3,6,3,3,5,356024,6
356,4,2,2,6,2,4,6,356019,3
356,1,2,2,5,3,2,6,356019,5
356,3,1,2,10,-1,2,6,356019,7
356,2,2,2,4,1,1,6,356024,4
356,2,2,2,-1,3,2,6,356019,-1
356,4,3,4,5,3,1,6,356019,7
356,2,2,2,8,2,2,9,356019,8
356,1,2,4,-1,-5,1,6,356019,10
356,4,2,3,4,1,2,6,356019,2
356,1,2,3,4,3,1,6,356024,4
356,1,1,1,5,2,1,6,356024,1
356,3,3,3,-1,3,4,6,356017,9
356,1,2,2,5,2,1,5,356019,6
356,1,2,3,-1,1,1,6,356024,8
356,4,3,3,6,1,1,6,356024,8
356,3,2,2,9,3,1,6,356019,8
356,1,3,3,-1,3,1,6,356019,10
356,4,3,4,-1,3,1,6,356024,6
356,3,3,4,-1,-5,1,6,356024,3
356,2,2,3,5,3,2,5,356019,6
356,1,2,2,-1,2,1,7,356017,1
356,4,2,2,6,2,1,9,356017,7
356,1,3,4,8,-5,1,6,356019,9
356,3,2,4,-1,-1,-1,6,356019,9
356,2,2,3,6,-1,1,6,356019,6
356,4,3,4,-1,3,2,6,356019,1
356,4,2,2,7,1,1,6,356019,6
356,2,2,2,-1,3,1,6,356019,6
356,2,2,2,10,-5,2,6,356024,9
356,4,2,2,8,2,3,6,356019,8
356,1,2,2,-1,-5,2,6,356019,5
356,2,3,2,8,-5,2,5,356024,1
356,1,2,2,8,3,2,6,356019,2
356,4,3,4,5,3,1,6,356017,7
356,4,3,4,-1,-5,-1,6,356019,-1
356,3,3,4,-1,3,1,6,356019,1
356,2,2,2,9,-1,3,6,356019,9
356,3,2,2,4,1,1,6,356017,4
356,4,3,4,-1,2,1,6,356024,10
356,2,2,2,6,2,1,6,356019,6
356,2,2,2,8,-1,1,6,356019,1
356,1,1,1,6,-5,1,6,356019,3
356,3,1,2,9,3,4,6,356019,9
356,3,2,3,8,1,1,6,356024,5
356,1,2,1,9,-1,3,6,356024,9
356,-1,3,4,-1,-5,-1,6,356019,-1
356,1,2,3,-1,-5,1,6,356019,8
356,2,2,3,9,2,2,6,356019,3
356,2,2,3,4,3,2,6,356017,2
356,1,1,1,10,3,1,6,356019,9
356,1,1,2,10,-1,1,6,356019,9
356,4,2,2,9,1,1,6,356019,7
356,2,2,3,3,3,1,6,356017,6
356,4,3,4,-1,-5,3,6,356017,4
356,3,3,4,5,3,1,6,356017,6
356,1,1,1,6,2,1,6,356017,8
356,4,3,4,-1,3,2,6,356017,7
356,2,2,2,7,2,1,6,356017,1
356,2,2,2,6,1,1,6,356019,7
356,2,2,2,-1,-5,1,6,356019,5
356,1,2,2,8,3,1,6,356024,4
356,3,2,1,1,1,1,5,356019,4
356,-1,3,4,-1,-5,-1,6,356024,-1
356,1,2,2,7,2,2,9,356024,8
356,4,2,3,-1,-1,1,6,356019,7
356,1,3,3,-1,-5,1,5,356019,10
356,2,2,2,-1,1,1,6,356024,6
356,1,2,2,-1,-1,2,6,356019,7
356,2,2,4,3,2,3,6,356019,2
356,4,2,2,-1,3,2,6,356017,1
356,4,3,1,10,-1,2,6,356019,10
356,4,1,1,6,3,4,9,356024,6
356,4,2,2,4,3,3,9,356019,8
356,3,3,3,10,1,1,6,356018,9
356,2,3,3,2,2,3,6,356019,2
356,4,2,3,5,3,1,6,356024,7
356,2,1,1,8,2,3,6,356019,7
356,3,1,1,5,3,2,6,356019,5
356,4,2,3,-1,2,1,6,356024,3
356,2,1,2,-1,-5,1,6,356024,4
356,1,1,1,5,-1,1,6,356017,1
356,2,2,2,7,3,2,6,356019,8
356,1,2,2,5,1,1,6,356017,2
356,3,3,4,-1,-1,1,6,356018,5
356,3,3,3,-1,3,1,6,356024,7
356,4,3,4,7,3,1,6,356019,7
356,3,2,2,-1,3,2,5,356019,10
356,3,2,3,-1,3,2,6,356018,5
356,2,3,4,-1,3,4,6,356017,7
356,1,2,3,9,3,1,6,356019,2
356,2,2,3,2,2,2,6,356019,1
356,3,2,2,-1,3,2,6,356024,9
356,2,2,2,-1,-1,1,6,356019,5
356,4,2,2,3,1,1,6,356024,10
356,4,3,4,-1,-1,1,6,356017,6
356,4,2,3,-1,3,2,6,356017,1
356,4,3,4,1,3,1,5,356019,1
356,2,1,2,5,3,1,6,356017,5
356,4,3,3,5,3,1,6,356024,7
356,1,1,1,-1,1,1,9,356017,8
356,3,3,3,6,3,1,6,356024,6
356,2,2,2,5,-1,2,6,356019,8
356,1,2,2,8,1,1,6,356024,6
356,4,3,4,-1,3,1,6,356019,1
356,4,2,3,6,1,1,6,356024,7
356,2,2,4,-1,1,1,6,356018,8
356,4,2,2,4,3,-1,6,356019,6
356,1,1,2,7,2,3,6,356019,8
356,1,3,3,4,2,3,6,356017,2
356,1,1,2,-1,-5,-1,5,356019,10
356,1,2,1,7,-1,2,9,356019,7
356,4,3,2,6,2,1,1,356018,7
356,2,3,4,-1,3,2,6,356017,8
356,4,3,4,-1,3,1,6,356017,3
356,4,3,4,10,-1,1,6,356024,9
356,1,2,2,6,1,1,6,356019,6
356,2,2,2,8,1,1,9,356024,1
356,3,3,4,10,3,3,6,356024,10
356,1,2,2,7,2,2,9,356019,8
356,2,1,1,7,2,2,6,356024,10
356,2,3,3,2,2,3,6,356019,2
356,3,2,3,-1,-1,1,6,356019,5
356,2,2,2,2,2,3,6,356019,2
356,1,3,3,8,2,1,6,356024,8
356,4,2,3,-1,3,3,6,356017,8
356,1,1,2,-1,3,2,6,356024,10
356,4,3,4,-1,3,1,6,356017,4
356,3,3,3,3,3,1,6,356024,5
356,4,2,2,9,-1,2,6,356019,10
356,1,2,2,-1,1,1,9,356024,10
356,2,3,4,5,2,1,5,356017,6
356,4,3,4,-1,3,2,6,356019,10
356,1,2,1,8,3,1,6,356019,7
356,4,3,3,-1,3,1,6,356024,10
356,1,2,3,-1,1,-1,6,356018,8
356,-1,3,4,-1,-1,-1,6,356019,1
356,1,1,1,-1,2,3,6,356019,5
356,2,3,4,8,3,1,6,356017,2
356,2,1,1,5,1,1,6,356019,7
356,3,2,2,6,2,1,6,356017,1
356,2,2,1,-1,1,2,6,356017,1
356,1,1,1,-1,3,1,9,356017,7
356,4,3,4,-1,3,1,6,356017,3
356,1,2,2,6,-5,1,6,356019,10
356,2,2,2,-1,-1,1,6,356017,10
356,1,2,2,8,3,1,6,356024,8
356,4,2,2,7,1,-1,6,356018,5
356,1,2,2,2,1,2,6,356019,1
356,2,2,2,6,2,4,6,356024,3
356,4,3,3,-1,3,2,6,356019,10
356,1,2,2,-1,-5,1,6,356019,6
356,4,2,2,-1,2,1,6,356024,5
356,4,3,4,-1,-1,-1,6,356024,-1
356,3,2,2,5,3,1,6,356024,7
356,2,2,3,-1,-1,1,6,356019,6
356,4,3,4,10,3,1,6,356024,4
356,1,1,1,5,-5,2,6,356017,6
356,2,2,2,5,2,3,6,356024,7
356,1,3,3,-1,-5,1,6,356019,10
356,1,1,1,8,1,1,9,356019,2
356,3,1,2,7,1,4,6,356017,8
356,2,2,3,2,2,3,6,356019,2
356,2,3,2,8,2,3,6,356024,7
356,2,2,3,2,2,3,5,356019,2
356,4,3,3,-1,-1,2,5,356019,10
356,2,2,2,3,2,1,5,356019,7
356,3,2,2,-1,-5,1,5,356019,10
356,2,1,1,6,1,1,9,356024,1
356,4,2,3,-1,2,1,6,356019,6
356,2,1,2,3,-1,1,6,356017,1
356,1,1,1,4,2,1,1,356017,2
356,4,2,3,-1,2,1,9,356017,8
356,4,2,4,7,3,2,9,356017,7
356,4,3,3,-1,-1,1,6,356019,10
356,2,2,3,7,3,2,6,356017,8
356,4,3,4,5,3,1,6,356019,6
356,3,3,4,-1,3,1,6,356017,6
356,2,2,2,10,3,1,6,356017,8
356,2,1,1,-1,-1,1,6,356019,4
356,2,2,2,-1,2,1,6,356019,10
356,4,2,2,-1,1,1,6,356019,9
356,4,3,4,-1,-5,-1,6,356019,3
356,2,2,2,7,2,2,9,356019,6
356,3,1,1,5,2,1,1,356018,6
356,4,3,4,-1,3,1,6,356019,-1
356,2,2,1,8,1,1,9,356019,1
356,2,3,2,5,-5,1,6,356017,6
356,1,2,2,6,-1,3,6,356019,4
356,3,3,3,5,1,3,6,356024,7
356,1,2,1,-1,3,1,9,356017,7
356,1,2,1,2,2,2,6,356024,3
356,4,1,4,6,2,1,9,356017,6
356,3,3,4,4,3,1,6,356024,6
356,4,2,1,-1,3,3,6,356017,7
356,2,2,2,8,3,3,6,356018,7
356,2,3,3,5,2,2,9,356024,6
356,2,2,2,8,1,1,9,356024,1
356,3,3,4,-1,3,1,6,356024,5
356,4,3,3,5,-5,2,6,356017,8
356,1,2,2,-1,2,1,6,356019,10
356,1,1,1,-1,-5,1,6,356019,3
356,2,2,2,7,3,1,6,356024,3
356,3,3,3,5,-1,1,6,356017,6
356,4,3,4,-1,3,1,6,356017,6
356,2,3,3,3,2,2,6,356019,2
356,3,3,3,-1,-5,-1,6,356017,10
356,1,1,1,8,1,1,9,356024,6
356,2,1,1,-1,3,1,6,356019,4
356,4,3,4,-1,3,1,6,356017,4
356,2,2,1,-1,1,1,9,356019,1
356,2,2,3,7,3,1,6,356017,8
356,4,3,4,4,-5,1,6,356017,5
356,3,2,2,-1,3,1,6,356018,8
356,2,2,2,-1,3,3,6,356019,10
356,3,3,3,5,3,2,6,356024,7
356,4,2,2,-1,-1,3,6,356017,6
356,2,3,2,-1,3,1,6,356019,10
356,3,2,3,5,-1,1,6,356019,5
356,2,2,2,10,2,1,6,356024,9
356,3,2,2,10,3,1,6,356017,7
356,1,3,3,-1,-5,-1,6,356017,8
356,1,1,1,7,1,1,9,356024,2
356,1,1,3,5,2,2,6,356019,4
356,3,3,4,-1,3,1,6,356017,10
356,4,3,4,-1,3,1,6,356018,7
356,2,2,2,-1,2,1,9,356019,5
356,1,1,1,6,1,1,6,356024,6
356,3,2,3,7,3,1,6,356017,8
356,2,2,3,-1,2,1,6,356017,7
356,4,3,4,5,3,1,6,356017,6
356,1,1,1,1,2,1,9,356019,1
356,1,3,1,5,2,1,6,356024,6
356,2,2,3,-1,3,2,5,356019,1
356,1,1,1,-1,-1,1,6,356019,8
356,3,3,3,-1,3,1,6,356019,7
356,3,2,2,6,-1,1,5,356019,6
356,2,3,3,-1,-5,3,6,356017,7
356,1,1,1,5,2,3,6,356024,5
356,2,2,2,5,2,1,6,356024,5
356,2,2,2,-1,2,1,6,356017,10
356,-1,3,4,-1,-5,1,9,356024,-1
356,3,2,3,-1,1,1,6,356017,7
356,4,3,3,-1,3,1,6,356017,1
356,2,2,2,10,2,1,6,356024,10
356,1,2,1,5,3,3,6,356019,6
356,3,3,3,5,3,2,6,356019,6
356,1,2,2,8,-1,4,6,356019,9
356,1,2,2,6,-1,2,6,356017,5
356,3,3,3,7,3,2,9,356019,7
356,2,2,2,7,-1,4,6,356024,2
356,2,3,3,8,3,1,6,356024,7
356,2,2,4,-1,2,1,6,356017,10
356,4,3,4,-1,-5,1,6,356019,-1
356,3,2,2,-1,-5,2,6,356019,9
356,2,2,2,-1,-5,3,6,356024,5
356,3,3,3,7,1,1,6,356019,4
356,2,2,3,-1,1,1,7,356017,4
356,2,3,3,6,3,2,9,356019,9
356,1,3,3,6,3,2,9,356017,7
356,4,3,4,-1,-1,1,9,356017,8
356,2,1,2,4,1,3,5,356024,7
356,2,2,1,5,1,1,9,356024,4
356,3,2,1,2,2,2,6,356019,2
356,2,2,2,7,2,1,9,356019,9
356,1,1,1,7,2,1,9,356019,7
356,2,2,2,-1,1,1,6,356017,1
356,4,3,4,-1,-1,-1,7,356017,10
356,-1,2,2,-1,2,1,7,356017,5
356,3,3,3,6,2,2,9,356017,5
356,2,2,2,2,1,2,6,356019,2
356,3,2,1,-1,3,1,9,356017,7
356,1,1,1,7,1,1,9,356019,1
356,3,3,4,6,3,2,9,356017,8
356,3,2,4,1,2,1,6,356019,1
356,4,3,4,-1,-5,-1,6,356024,3
356,-1,-1,-1,-1,3,-1,6,356019,-1
356,4,3,-1,7,-1,1,9,356024,7
356,3,2,3,6,-1,2,9,356024,5
356,2,1,1,6,2,2,9,356019,6
356,2,2,2,6,1,1,9,356019,1
356,4,1,1,6,1,1,6,356019,8
356,4,3,3,5,-1,1,9,356017,8
356,4,2,2,-1,2,-1,6,356024,10
356,2,2,2,6,-5,1,9,356019,7
356,3,2,3,6,3,2,9,356024,9
356,3,2,3,6,2,4,9,356017,6
356,2,1,2,1,1,3,9,356017,1
356,1,2,2,1,2,2,6,356024,1
356,2,2,2,5,2,1,6,356017,6
356,2,2,2,5,1,1,6,356024,3
356,-1,2,3,5,-5,2,6,356019,4
356,3,2,3,6,2,1,6,356024,3
356,1,2,1,5,1,1,5,356019,2
356,1,2,2,2,2,2,6,356019,3
356,2,2,3,5,2,1,6,356024,7
356,4,2,2,6,1,2,9,356017,4
356,2,2,2,8,1,1,9,356019,3
356,2,1,1,5,-5,1,6,356024,5
356,1,2,2,2,2,2,6,356019,3
356,2,2,2,8,1,1,1,356019,3
356,1,2,2,8,1,1,6,356024,3
356,2,2,2,6,2,1,6,356019,8
356,-1,2,3,5,-5,2,6,356019,4
356,3,2,2,6,1,1,5,356024,7
356,3,2,2,6,1,1,5,356024,7
356,1,3,4,-1,-5,-1,5,356019,10
356,1,3,4,-1,-5,1,6,356019,10
356,4,3,3,-1,3,2,5,356019,1
356,4,2,2,-1,3,2,5,356019,1
356,1,3,4,7,-5,1,6,356019,10
356,2,2,3,3,1,1,5,356019,2
356,1,3,3,-1,3,2,6,356019,1
356,4,3,4,-1,3,2,5,356019,1
356,4,2,2,-1,3,2,5,356019,1
356,4,3,4,-1,3,2,6,356019,1
356,4,3,4,-1,3,2,6,356019,1
356,4,3,3,-1,3,2,6,356019,1
356,3,3,3,6,-1,2,1,356019,6
356,2,2,2,9,3,1,6,356019,7
356,4,3,4,6,3,-1,6,356017,6
356,3,2,4,10,1,1,6,356019,8
356,1,2,2,9,3,1,6,356019,6
356,1,2,2,9,-1,2,5,356024,8
356,-1,3,3,7,-1,2,6,356019,7
356,3,2,2,8,1,4,5,356019,7
356,2,2,3,7,3,2,6,356019,9
356,3,2,3,5,1,3,5,356024,6
356,3,1,2,1,1,1,6,356019,5
356,3,2,2,3,1,2,5,356019,8
356,4,3,4,8,2,2,5,356019,7
356,-1,3,-1,8,-1,1,6,356019,-1
356,4,3,4,8,1,1,5,356024,-1
356,2,2,2,5,1,1,6,356024,9
356,1,1,1,8,1,2,5,356019,7
356,4,3,4,7,3,-1,5,356019,-1
356,3,3,3,8,3,1,6,356024,6
356,3,3,4,6,-1,2,6,356019,6
356,1,3,4,5,-1,-1,5,356019,-1
356,2,3,4,8,3,-1,6,356019,-1
356,2,2,2,10,1,1,6,356019,5
356,4,3,4,6,-1,1,6,356019,7
356,4,3,4,5,3,3,6,356019,7
356,1,1,2,8,1,2,6,356019,4
356,1,2,3,4,-5,2,5,356019,8
356,4,3,4,6,2,-1,6,356019,7
356,1,2,2,8,3,3,6,356019,9
356,4,3,3,7,-5,-1,5,356019,9
356,1,3,4,7,1,1,5,356019,5
356,1,1,1,8,2,1,5,356019,5
356,1,2,2,-1,-5,-1,6,356019,6
356,4,2,4,3,3,3,6,356019,-1
356,2,2,2,1,1,1,6,356017,2
356,3,2,4,8,3,2,6,356019,8
356,2,3,4,-1,3,-1,5,356019,6
356,1,2,2,7,1,1,6,356024,7
356,4,2,4,8,1,4,6,356019,-1
356,1,3,3,4,1,3,6,356019,8
356,1,3,4,10,-5,-1,6,356017,7
356,2,2,1,2,1,1,6,356019,9
356,3,2,3,10,2,1,6,356019,6
356,4,1,1,1,1,1,6,356024,2
356,4,1,4,-1,-1,-1,6,356017,-1
356,2,2,2,7,1,3,6,356019,8
356,4,3,4,9,-1,2,6,356024,5
356,2,2,4,8,2,2,6,356019,8
356,-1,3,4,-1,-5,-1,1,356017,-1
356,3,3,3,4,2,1,6,356019,8
356,3,2,2,6,2,1,1,356017,9
356,2,2,2,10,1,1,6,356019,8
356,1,1,1,6,1,3,6,356019,9
356,4,3,4,6,2,1,6,356024,8
356,1,2,4,7,1,1,6,356017,5
356,2,2,4,10,-1,-1,6,356019,1
356,1,1,1,8,-5,3,6,356019,10
356,2,2,2,8,3,2,6,356019,8
356,1,1,1,5,-5,1,6,356017,8
356,4,2,4,1,1,4,6,356018,10
356,3,2,3,7,-1,1,6,356019,9
356,4,3,4,7,-1,2,6,356024,7
356,1,2,2,1,2,1,6,356024,10
356,1,1,1,8,-5,1,6,356024,4
356,3,2,3,5,1,1,6,356024,10
356,-1,3,4,10,-1,-1,6,356017,-1
356,2,2,2,6,2,2,6,356018,7
356,3,3,2,9,2,1,6,356019,5
356,-1,3,2,-1,3,2,6,356018,5
356,4,3,4,-1,3,1,5,356024,1
356,3,2,2,-1,2,1,1,356017,7
356,1,3,1,-1,-5,1,6,356019,1
356,2,2,2,9,-5,1,6,356019,7
356,1,2,2,3,-1,1,6,356024,8
356,4,2,4,5,3,1,6,356018,8
356,1,2,1,1,-5,1,6,356017,7
356,3,2,2,8,1,1,6,356024,7
356,1,1,1,10,-5,1,6,356018,-1
356,1,1,1,4,1,1,6,356024,5
356,4,3,4,10,-1,-1,6,356019,7
356,3,2,2,-1,-1,1,6,356019,7
356,2,2,3,5,2,2,7,356017,7
356,1,2,2,8,1,3,6,356024,4
356,4,3,4,8,-1,2,6,356019,5
356,3,2,4,-1,1,1,6,356024,5
356,3,2,2,6,2,4,6,356019,10
356,3,2,2,5,1,3,1,356019,6
356,2,1,1,9,2,2,6,356017,8
356,1,2,2,9,-1,1,6,356019,10
356,1,3,2,-1,-1,-1,6,356019,-1
356,2,2,3,8,2,1,6,356019,10
356,4,2,1,7,1,3,6,356018,8
356,2,2,2,7,2,1,6,356024,7
356,4,3,4,-1,3,1,6,356019,8
356,2,2,2,7,2,1,6,356017,6
356,3,2,3,10,2,2,6,356019,6
356,1,2,2,3,2,4,6,356017,9
356,1,2,2,10,1,1,6,356024,5
356,2,2,2,1,3,3,6,356018,4
356,2,2,2,8,2,1,6,356019,6
356,3,2,2,6,1,2,6,356019,9
356,4,2,2,6,1,1,6,356019,8
356,3,2,4,6,-5,-1,6,356019,7
356,3,1,2,-1,3,2,6,356024,7
356,1,1,2,8,2,1,6,356024,8
356,4,2,3,-1,-5,1,6,356019,4
356,2,3,-1,8,2,2,6,356019,8
356,-1,3,4,1,-1,-1,6,356019,-1
356,2,2,2,6,3,1,6,356018,6
356,3,2,2,8,2,3,6,356024,6
356,1,2,2,3,1,1,6,356024,10
356,1,2,2,7,1,1,6,356024,8
356,4,3,4,1,3,1,6,356024,8
356,1,2,1,5,1,1,6,356019,1
356,2,2,2,8,1,1,6,356019,7
356,2,2,1,4,2,1,6,356019,9
356,3,2,3,4,1,1,6,356019,8
356,3,2,2,2,1,4,-1,356019,3
356,2,2,2,4,1,2,6,356017,1
356,1,2,2,6,2,1,7,356017,8
356,-1,2,3,5,2,4,7,356017,3
356,3,3,4,4,1,2,6,356017,2
356,1,1,1,2,1,1,6,356019,9
356,3,2,2,7,2,1,6,356019,9
356,4,2,2,5,2,1,6,356019,8
356,3,2,3,5,2,2,6,356019,5
356,2,3,2,-1,3,4,6,356019,5
356,1,1,1,9,-1,1,6,356018,9
356,2,3,4,-1,2,1,6,356024,10
356,4,3,2,8,2,1,6,356017,8
356,2,2,3,6,3,1,6,356019,5
356,2,2,3,-1,1,2,6,356019,5
356,4,3,4,6,3,1,7,356017,4
356,3,1,1,6,2,1,7,356017,8
356,2,2,2,6,1,1,6,356018,6
356,1,1,1,1,2,1,6,356019,8
356,3,2,4,10,3,1,6,356019,10
356,1,2,1,8,1,1,6,356019,9
356,2,2,3,5,3,1,6,356019,8
356,2,2,2,-1,3,2,6,356019,7
356,2,2,4,9,-1,1,6,356024,6
356,1,2,2,5,2,2,6,356024,5
356,4,2,4,2,1,-1,6,356024,3
356,4,2,2,-1,2,1,6,356024,6
356,1,1,1,9,-5,1,6,356018,9
356,3,1,1,1,2,3,6,356024,8
356,1,2,3,4,3,3,6,356018,5
356,-1,3,4,6,3,-1,6,356019,-1
356,4,3,4,-1,3,1,6,356019,6
356,4,2,2,8,-1,1,6,356018,9
356,-1,3,4,6,-1,4,9,356024,1
356,3,2,3,6,3,1,6,356018,9
356,1,2,4,5,1,1,6,356019,9
356,2,2,2,-1,-5,1,6,356017,7
356,4,1,1,7,2,1,6,356019,8
356,2,2,2,7,1,1,6,356024,6
356,3,3,4,-1,-1,-1,6,356019,-1
356,2,2,2,2,2,4,6,356024,2
356,4,2,1,8,3,2,6,356017,9
356,1,1,3,10,-1,1,6,356019,10
356,3,3,4,9,3,2,6,356019,8
356,-1,3,4,-1,-5,-1,6,356019,-1
356,4,3,4,8,2,2,6,356019,7
356,1,1,4,2,-1,-1,6,356024,3
356,3,3,4,-1,-1,-1,5,356024,-1
356,1,2,1,8,1,2,6,356017,8
356,2,2,2,8,1,2,5,356019,7
356,3,2,2,6,2,1,6,356019,7
356,2,2,3,5,3,-1,6,356019,8
356,-1,1,3,4,3,2,6,356019,3
356,4,3,4,6,3,1,6,356019,6
356,3,3,4,2,-5,4,6,356024,3
356,3,3,3,-1,-1,2,6,356019,6
356,2,2,2,9,2,1,6,356024,8
356,1,1,2,6,-5,1,6,356019,4
356,-1,2,4,5,-5,-1,6,356019,5
356,3,2,2,-1,2,2,6,356017,8
356,1,2,4,9,-5,1,6,356019,7
356,3,3,4,-1,2,1,6,356019,-1
356,1,2,2,9,1,2,6,356024,9
356,1,-1,4,-1,1,-1,6,356019,5
356,3,2,3,4,1,3,6,356019,8
356,4,2,3,8,-1,3,6,356024,6
356,2,2,2,6,3,1,6,356018,3
356,4,2,2,3,-1,3,6,356019,8
356,2,1,1,4,1,1,6,356019,10
356,3,3,2,5,2,3,6,356024,1
356,1,1,2,7,-1,3,6,356018,5
356,2,2,2,10,-5,1,6,356019,9
356,1,1,2,4,1,1,6,356024,1
356,4,2,2,10,2,1,6,356019,10
356,2,2,2,6,3,-1,7,356017,8
356,2,2,2,5,3,1,6,356018,3
356,4,2,3,5,-1,1,6,356017,7
356,1,2,1,10,-5,1,1,356017,1
356,1,1,1,4,2,2,6,356024,10
356,2,2,2,2,-1,-1,6,356019,-1
356,4,2,2,6,2,1,7,356017,3
356,2,2,2,7,2,1,6,356019,6
356,1,1,1,4,-5,1,6,356018,9
356,2,2,2,10,1,1,6,356024,10
356,1,2,3,4,1,2,6,356017,4
356,1,2,3,1,-1,4,6,356018,4
356,2,2,3,5,3,1,6,356018,9
356,1,1,2,2,-1,3,6,356019,5
356,1,1,2,3,1,1,7,356017,8
356,3,2,2,8,2,1,6,356017,5
356,4,-1,-1,-1,-1,-1,6,356017,7
356,4,2,3,8,3,3,7,356017,10
356,4,3,3,7,3,1,6,356019,8
356,2,1,1,6,2,1,6,356019,10
356,3,2,2,10,-1,1,6,356017,6
356,1,3,1,7,1,2,6,356024,5
356,4,3,4,6,3,2,6,356019,6
356,2,3,3,4,2,1,6,356019,6
356,1,1,1,8,-5,1,6,356018,9
356,2,2,2,3,-1,1,6,356024,-1
356,2,2,3,7,3,1,6,356018,10
356,4,3,4,9,3,2,1,356017,7
356,2,1,2,1,-1,3,6,356019,3
356,4,2,2,8,3,1,6,356017,7
356,1,3,3,4,2,2,6,356024,3
356,4,3,3,-1,3,2,6,356018,3
356,1,2,2,8,3,2,6,356017,7
356,-1,2,3,8,1,1,6,356019,4
356,4,2,2,7,2,1,6,356018,8
356,1,2,2,10,-5,-1,6,356024,5
356,1,2,2,3,1,1,6,356024,9
356,2,2,3,6,3,1,6,356019,8
356,4,3,4,9,2,1,6,356019,6
356,2,2,2,4,-1,1,6,356024,3
356,-1,3,4,-1,3,1,6,356024,5
356,1,3,4,2,-1,3,6,356019,6
356,1,2,1,-1,2,4,6,356019,10
356,2,2,3,7,3,1,6,356024,9
356,4,3,4,6,3,3,-1,356024,6
356,2,2,2,7,-1,2,5,356019,8
356,1,2,2,10,-5,1,6,356018,10
356,4,3,4,10,-1,2,6,356019,6
356,2,2,3,-1,1,1,6,356024,5
356,4,2,3,4,-1,3,6,356024,7
356,1,3,4,-1,3,-1,6,356019,3
356,3,2,2,6,2,1,6,356019,9
356,4,3,4,10,-5,-1,6,356024,6
356,4,2,3,4,-1,3,6,356019,9
356,1,2,2,7,2,2,6,356017,9
356,2,3,3,8,2,2,6,356018,8
356,3,3,4,10,3,4,6,356019,8
356,2,2,2,8,2,1,6,356019,8
356,4,3,4,5,3,1,6,356019,-1
356,1,1,2,4,-1,4,6,356019,6
356,2,3,4,-1,-5,2,5,356019,7
356,1,1,2,10,3,1,6,356018,10
356,4,3,4,-1,-1,1,6,356024,8
356,4,3,4,6,2,3,6,356019,9
356,4,3,4,10,2,2,6,356019,5
356,4,2,3,1,2,1,6,356024,8
356,4,2,2,5,2,1,6,356019,7
356,1,2,2,9,2,1,6,356018,9
356,1,2,2,6,-1,3,6,356019,9
356,3,2,2,4,2,2,6,356024,-1
356,4,3,4,-1,-5,-1,6,356024,-1
356,3,2,3,5,2,2,1,356017,10
356,4,3,4,9,3,1,6,356024,9
356,3,2,2,-1,2,1,6,356024,5
356,2,2,2,8,2,1,6,356019,7
356,4,3,-1,-1,-5,1,6,356019,-1
356,1,2,3,2,-1,4,6,356017,3
356,4,3,4,10,3,2,5,356019,6
356,2,1,2,10,1,1,6,356024,10
356,1,1,2,9,2,1,6,356019,10
356,2,1,1,3,1,1,6,356024,7
356,3,3,4,6,-1,2,6,356019,10
356,1,1,2,10,-5,1,6,356018,10
356,3,3,4,-1,2,1,6,356024,5
356,4,3,3,6,-1,1,6,356019,6
356,3,3,4,3,-5,1,6,356019,-1
356,-1,2,3,5,3,2,7,356017,8
356,4,3,4,6,-5,1,6,356019,8
356,2,2,2,3,2,2,6,356024,-1
356,-1,2,1,7,2,2,6,356019,7
356,2,3,4,3,-1,3,6,356019,5
356,4,2,4,-1,3,1,6,356024,6
356,4,2,2,5,2,3,6,356019,6
356,4,3,3,6,-1,1,6,356019,7
